"","variety","price","winery","taster_name","title"
"226","White Blend",36,"Marchesi Fumanelli","Unknown","Marchesi Fumanelli 2005 Terso White (Veneto)"
"227","Blaufränkisch",17,"Mariell","Roger Voss","Mariell 2009 Blaufränkisch (Leithaberg)"
"228","Friulano",25,"Livio Felluga","Unknown","Livio Felluga 2009 Friulano (Colli Orientali del Friuli)"
"229","Assyrtico",15,"My Big Fat Greek Wine","Susan Kostrzewa","My Big Fat Greek Wine 2010 Assyrtico (Santorini)"
"230","Pinot Bianco",26,"Nals Margreid","Unknown","Nals Margreid 2010 Sirmian Pinot Bianco (Alto Adige)"
"231","Red Blend",19,"O. Fournier","Michael Schachner","O. Fournier 2007 B Crux Red (Uco Valley)"
"232","Zinfandel",20,"St. Francis","Unknown","St. Francis 2009 Old Vines Zinfandel (Sonoma County)"
"233","Sauvignon",52,"Franz Haas","Unknown","Franz Haas 2009 Sauvignon (Alto Adige)"
"234","Grüner Veltliner",24,"Forstreiter","Roger Voss","Forstreiter 2012 Schiefer Reserve Grüner Veltliner (Kremstal)"
"235","Pinot Noir",34,"Cambria","Unknown","Cambria 2011 Bench Break Vineyard Pinot Noir (Santa Maria Valley)"
"236","Red Blend",41,"I Giusti e Zanza","Kerin O’Keefe","I Giusti e Zanza 2009 Dulcamara Red (Toscana)"
"237","Pinot Noir",52,"J. Christopher","Paul Gregutt","J. Christopher 2011 Bella Vida Vineyard Unfiltered Pinot Noir (Dundee Hills)"
"238","Malbec",215,"Viña Cobos","Michael Schachner","Viña Cobos 2011 Marchiori Vineyard Block C2 Malbec (Perdriel)"
"239","Riesling",NA,"Salomon-Undhof","Roger Voss","Salomon-Undhof 2011 Steiner Kögl Erste Lage Riesling (Kremstal)"
"240","Carignan-Grenache",40,"Acústic","Michael Schachner","Acústic 2010 Braó Vinyes Velles Carignan-Grenache (Montsant)"
"241","Grüner Veltliner",NA,"Josef Schmid","Roger Voss","Josef Schmid 2011 Kremser Gebling Erste Lage Grüner Veltliner (Kremstal)"
"242","Cabernet Sauvignon",125,"Parallel","Unknown","Parallel 2010 Fortune Teller Cabernet Sauvignon (Napa Valley)"
"243","Bordeaux-style Red Blend",NA,"Château Lafon-Rochet","Roger Voss","Château Lafon-Rochet 2011  Saint-Estèphe"
"244","Sagrantino",NA,"Dionigi","Kerin O’Keefe","Dionigi 2006  Sagrantino di Montefalco"
"245","Savagnin",45,"Domaine Daniel Dugois","Roger Voss","Domaine Daniel Dugois 2006 Vin Jaune Savagnin (Arbois)"
"246","Shiraz",70,"Kilikanoon","Joe Czerwinski","Kilikanoon 2009 Green's Vineyard Shiraz (Barossa Valley)"
"247","Cabernet Sauvignon-Syrah",35,"Treana","Unknown","Treana 2008 Treana Red Cabernet Sauvignon-Syrah (Paso Robles)"
"248","Cabernet Sauvignon",15,"Aquinas","Unknown","Aquinas 2008 Cabernet Sauvignon (Napa Valley)"
"249","Sangiovese",28,"Benessere","Unknown","Benessere 2007 Estate Sangiovese (Napa Valley)"
"250","Nebbiolo",NA,"Cantina del Nebbiolo","Unknown","Cantina del Nebbiolo 2008  Roero"
"251","Nebbiolo",56,"Cascina Adelaide","Unknown","Cascina Adelaide 2005 4 Vigne  (Barolo)"
"252","Barbera",NA,"Cascina La Ghersa","Unknown","Cascina La Ghersa 2004 Vignassa  (Barbera d'Asti Superiore Nizza)"
"253","Chardonnay",7,"Cramele Recas","Anna Lee C. Iijima","Cramele Recas 2009 Chardonnay (Recas)"
"254","Pinot Noir",30,"Domaine Bertagna","Roger Voss","Domaine Bertagna 2009 Les Dames Huguettes  (Côte de Nuits-Villages)"
"255","White Blend",18,"Domaine Sigalas","Susan Kostrzewa","Domaine Sigalas 2010 Asirtiko Athiri White (Santorini)"
"256","Nebbiolo",20,"Socré","Unknown","Socré 2006 Nebbiolo (Langhe)"
"257","Nebbiolo",18,"Boffa","Unknown","Boffa 2006 Nebbiolo (Langhe)"
"258","Syrah",18,"Otto's Constant Dream","Joe Czerwinski","Otto's Constant Dream 2008 Syrah (Hawke's Bay)"
"259","Cabernet Sauvignon",28,"Robert Mondavi","Unknown","Robert Mondavi 2008 Cabernet Sauvignon (Napa Valley)"
"260","Prosecco",15,"Bellussi","Unknown","Bellussi NV Extra Dry  (Prosecco di Valdobbiadene)"
"261","Bordeaux-style White Blend",NA,"Château Mont-Pérat","Roger Voss","Château Mont-Pérat 2008 Les Amants Mont-Pérat  (Bordeaux Blanc)"
"262","Merlot",18,"Aresti","Michael Schachner","Aresti 2007 Reserva Merlot (Curicó Valley)"
"263","Prosecco",20,"Paladin","Unknown","Paladin 2007 Millesimato Brut Prosecco (Veneto)"
"264","Prosecco",22,"Perlage","Unknown","Perlage 2008 Col di Manza Extra Dry Millesimato  (Prosecco di Valdobbiadene)"
"265","Prosecco",16,"Sant Eurosia","Unknown","Sant Eurosia 2007 Brut  (Prosecco di Valdobbiadene)"
"266","Prosecco",18,"Sant Eurosia","Unknown","Sant Eurosia 2007 Millesimato Dry  (Prosecco di Valdobbiadene)"
"267","Prosecco",12,"L'Antica Quercia","Unknown","L'Antica Quercia 2007 Matiú Brut  (Prosecco di Conegliano)"
"268","Vignoles",11,"Lucas Vineyards","Susan Kostrzewa","Lucas Vineyards 2007 Vignoles (Finger Lakes)"
"269","White Blend",16,"Beringer","Unknown","Beringer 2007 Alluvium Blanc White (Knights Valley)"
"270","Zinfandel",34,"Brutocao","Unknown","Brutocao 2006 Reserve Zinfandel (Mendocino)"
"271","Gewürztraminer",15,"Cono Sur","Michael Schachner","Cono Sur 2008 Visión Gewürztraminer (Casablanca Valley)"
"272","Prosecco",19,"Sommariva","Unknown","Sommariva NV Palazzo Rosso Brut  (Prosecco di Conegliano)"
"273","Champagne Blend",42,"Jacquart","Roger Voss","Jacquart NV Mosaïque Rosé Brut  (Champagne)"
"274","Pinot Noir",35,"Koyle","Michael Schachner","Koyle 2015 Costa Pinot Noir (Colchagua Costa)"
"275","Rosé",16,"Château Notre Dame du Quatourze","Lauren Buzzeo","Château Notre Dame du Quatourze 2015 Rosé (Languedoc)"
"276","Rosé",11,"Mémoires","Roger Voss","Mémoires 2015 Rosé (Coteaux Varois en Provence)"
"277","Sparkling Blend",13,"Cavas Hill","Michael Schachner","Cavas Hill NV 1887 Rosado Sparkling (Cava)"
"278","Zinfandel",48,"Pezzi King","Virginie Boone","Pezzi King 2013 Serracino Reserve Zinfandel (Dry Creek Valley)"
"279","Sparkling Blend",11,"Bellisco","Michael Schachner","Bellisco NV Sparkling (Cava)"
"280","Chardonnay",19,"Viña Tarapacá","Michael Schachner","Viña Tarapacá 2015 Gran Reserva Chardonnay (Leyda Valley)"
"281","Muscat",350,"Chambers Rosewood Vineyards","Joe Czerwinski","Chambers Rosewood Vineyards NV Rare Muscat (Rutherglen)"
"282","Muscadelle",350,"Chambers Rosewood Vineyards","Joe Czerwinski","Chambers Rosewood Vineyards NV Rare Muscadelle (Rutherglen)"
"283","Riesling",775,"Robert Weil","Anna Lee C. Iijima","Robert Weil 2014 Kiedrich Gräfenberg Trockenbeerenauslese Riesling (Rheingau)"
"284","Muscat",100,"Chambers Rosewood Vineyards","Joe Czerwinski","Chambers Rosewood Vineyards NV Grand Muscat (Rutherglen)"
"285","Shiraz-Viognier",225,"Torbreck","Joe Czerwinski","Torbreck 2012 RunRig Shiraz-Viognier (Barossa)"
"286","Nebbiolo",150,"Cavallotto","Kerin O’Keefe","Cavallotto 2010 Vignolo Riserva  (Barolo)"
"287","Furmint",320,"Oremus","Jeff Jenssen","Oremus 2005 Eszencia  (Tokaji)"
"288","Chardonnay",68,"Rochioli","Virginie Boone","Rochioli 2014 South River Chardonnay (Russian River Valley)"
"289","Chardonnay",630,"Louis Latour","Roger Voss","Louis Latour 2014 Le Montrachet  (Montrachet)"
"290","Riesling",365,"Robert Weil","Anna Lee C. Iijima","Robert Weil 2014 Kiedrich Gräfenberg Beerenauslese Riesling (Rheingau)"
"291","Shiraz",85,"Jasper Hill","Joe Czerwinski","Jasper Hill 2013 Georgia's Paddock Shiraz (Heathcote)"
"292","Pinot Noir",350,"Château de la Tour","Roger Voss","Château de la Tour 2013 Vieilles Vignes  (Clos de Vougeot)"
"293","Riesling",66,"Weingut Hans Bausch","Anna Lee C. Iijima","Weingut Hans Bausch 2011 Hattenheimer Hassel Auslese Riesling (Rheingau)"
"294","Chardonnay",110,"Philippe Colin","Roger Voss","Philippe Colin 2014 Les Chenevottes Premier Cru  (Chassagne-Montrachet)"
"295","Shiraz-Viognier",125,"Torbreck","Joe Czerwinski","Torbreck 2012 Descendant Shiraz-Viognier (Barossa Valley)"
"296","Cabernet Sauvignon",200,"J. Davies","Virginie Boone","J. Davies 2012 Jamie Cabernet Sauvignon (Diamond Mountain District)"
"297","Chardonnay",380,"Louis Latour","Roger Voss","Louis Latour 2014  Criots-Bâtard-Montrachet"
"298","Pinot Noir",48,"Winderlea","Paul Gregutt","Winderlea 2014 Weber Vineyard Pinot Noir (Dundee Hills)"
"299","Shiraz",60,"Wakefield","Joe Czerwinski","Wakefield 2013 St. Andrews Single Vineyard Release Shiraz (Clare Valley)"
"300","Pinot Bianco",21,"Cantina Terlano","Joe Czerwinski","Cantina Terlano 2000 Vorberg Pinot Bianco (Alto Adige)"
"301","Carmenère",10,"De Martino","Michael Schachner","De Martino 1999 Reserva de la Familia Carmenère (Maipo Valley)"
"302","Garganega",11,"Montresor","Joe Czerwinski","Montresor 2001  Bianco di Custoza"
"303","Chardonnay",21,"Ronco del Gelso","Joe Czerwinski","Ronco del Gelso 1999 Chardonnay (Friuli)"
"304","Cabernet Sauvignon",160,"Sebastiani","Unknown","Sebastiani 1991 Cherryblock Vineyard Cabernet Sauvignon (Sonoma Valley)"
"305","Sauvignon Blanc",23,"Elena Walch","Roger Voss","Elena Walch 2002 Castel Ringberg Sauvignon Blanc (Alto Adige)"
"306","White Blend",10,"Gini","Roger Voss","Gini 2002 Classico  (Soave)"
"307","Sangiovese",40,"Valiano","Unknown","Valiano 1997 Vino in Musica Sangiovese (Toscana)"
"308","Pinot Grigio",18,"Volpe Pasini","Roger Voss","Volpe Pasini 2002 Zuc de Volpe Pinot Grigio (Colli Orientali del Friuli)"
"309","White Blend",15,"La Vis","Joe Czerwinski","La Vis 2001 Bianco dei Sorni White (Trentino)"
"310","Merlot",12,"Lapostolle","Michael Schachner","Lapostolle 2002 Estate Bottled Merlot (Rapel Valley)"
"311","White Blend",11,"Fratelli Zeni","Joe Czerwinski","Fratelli Zeni 2000 Vigne Alte  (Bianco di Custoza)"
"312","Chardonnay",9,"Tommasi","Joe Czerwinski","Tommasi 2001 Vigneto Santa Cecilia Chardonnay (Valdadige)"
"313","Sauvignon Blanc",18,"Vinoce","Unknown","Vinoce 2001 Sauvignon Blanc (Rutherford)"
"314","Merlot",34,"Merriam","Unknown","Merriam 2000 Windacre Vineyard Merlot (Russian River Valley)"
"315","Sauvignon Blanc",17,"Murphy-Goode","Unknown","Murphy-Goode 2000 Reserve Fume Sauvignon Blanc (Alexander Valley)"
"316","Cabernet Sauvignon",12,"Casa Julia","Michael Schachner","Casa Julia 2001 Reserve Cabernet Sauvignon (Maipo Valley)"
"317","Sauvignon Blanc",12,"Bridlewood","Unknown","Bridlewood 2000 Sauvignon Blanc (Santa Ynez Valley)"
"318","Zinfandel",16,"Cline","Unknown","Cline 2007 Ancient Vines Zinfandel (California)"
"319","Sauvignon Blanc",13,"Aresti","Michael Schachner","Aresti 2008 Estate Selection Sauvignon Blanc (Curicó Valley)"
"320","Prosecco",24,"Astoria","Unknown","Astoria 2008 Extra Dry  (Prosecco di Valdobbiadene)"
"321","Prosecco",13,"Cantine Maschio","Unknown","Cantine Maschio NV Brut Prosecco (Italy)"
"322","Syrah",11,"Viña Bisquertt","Michael Schachner","Viña Bisquertt 2007 Casa la Joya Reserve Syrah (Colchagua Valley)"
"323","Syrah",45,"Vino V","Unknown","Vino V 2005 White Hawk Vineyard Syrah (Santa Barbara County)"
"324","Champagne Blend",30,"Jacquart","Roger Voss","Jacquart NV Brut Mosaïque  (Champagne)"
"325","Gewürztraminer",20,"McGregor","Susan Kostrzewa","McGregor 2007 Dry Gewürztraminer (Finger Lakes)"
"326","Cabernet Franc",20,"Miles","Susan Kostrzewa","Miles 2006 Cabernet Franc (Finger Lakes)"
"327","Prosecco",14,"Ca'Tullio","Unknown","Ca'Tullio NV Extra Dry  (Prosecco del Veneto)"
"328","Prosecco",NA,"Pizzolato","Unknown","Pizzolato NV  Prosecco del Veneto"
"329","Bordeaux-style Red Blend",20,"Château de Callac","Roger Voss","Château de Callac 2011  Graves"
"330","Merlot",30,"Guardian","Sean P. Sullivan","Guardian 2013 Confidential Source Merlot (Columbia Valley (WA))"
"331","Grenache Blanc",20,"Kerloo","Sean P. Sullivan","Kerloo 2015 Blue Mountain Vineyard Grenache Blanc (Walla Walla Valley (WA))"
"332","Grüner Veltliner",23,"Kohl","Anne Krebiehl MW","Kohl 2015 Kittl Grüner Veltliner (Weinviertel)"
"333","White Blend",30,"Las Positas","Jim Gordon","Las Positas 2014 Verdigris White (California)"
"334","Rosé",18,"Lieb","Anna Lee C. Iijima","Lieb 2015 Bridge Lane Rosé (New York)"
"335","Tempranillo",18,"Luberri","Michael Schachner","Luberri 2011 Seis  (Rioja)"
"336","Sparkling Blend",35,"Macari","Anna Lee C. Iijima","Macari 2010 Cuvée Gabriella Brut Rosé Sparkling (North Fork of Long Island)"
"337","Grüner Veltliner",17,"Malat","Anne Krebiehl MW","Malat 2015 Crazy Creatures Grüner Veltliner (Kremstal)"
"338","Syrah",42,"Milbrandt","Sean P. Sullivan","Milbrandt 2013 The Estates Clifton Hill Vineyard Syrah (Wahluke Slope)"
"339","Sauvignon Blanc",30,"Ojai","Matt Kettmann","Ojai 2014 McGinley Vineyard Sauvignon Blanc (Santa Ynez Valley)"
"340","Tempranillo",24,"ONX","Matt Kettmann","ONX 2015 Indie Tempranillo (Templeton Gap District)"
"341","Grenache Blanc",27,"Prospect 772","Jim Gordon","Prospect 772 2014 Stepping Stones Grenache Blanc (Santa Barbara County)"
"342","Nebbiolo",89,"Revello Fratelli","Kerin O’Keefe","Revello Fratelli 2012 Rocche dell'Annunziata  (Barolo)"
"343","Zierfandler",NA,"Gebeshuber","Anne Krebiehl MW","Gebeshuber 2015 Lage Modler Zierfandler (Thermenregion)"
"344","Cortese",15,"Tenuta La Marchesa","Kerin O’Keefe","Tenuta La Marchesa 2015 Gold Label  (Gavi)"
"345","Bordeaux-style Red Blend",54,"Trione","Virginie Boone","Trione 2012 Henry's Blend Red (Alexander Valley)"
"346","Mencía",15,"Vinos de Arganza","Michael Schachner","Vinos de Arganza 2012 Século Mencía (Bierzo)"
"347","Mencía",42,"Vinos de Arganza","Michael Schachner","Vinos de Arganza 2013 Marqués de Montejos Selección Mencía (Vino de la Tierra de Castilla y León)"
"348","Cabernet Sauvignon",38,"Walla Walla Vintners","Sean P. Sullivan","Walla Walla Vintners 2013 Cabernet Sauvignon (Walla Walla Valley (WA))"
"349","Zweigelt",12,"Winzer Krems","Anne Krebiehl MW","Winzer Krems 2015 Rosé Zweigelt (Niederösterreich)"
"350","Cabernet Franc",35,"Wölffer","Anna Lee C. Iijima","Wölffer 2013 Caya Cabernet Franc (Long Island)"
"351","Nerello Mascalese",28,"Fattorie Romeo del Castello","Kerin O’Keefe","Fattorie Romeo del Castello 2015 Vigorosa Rosato Nerello Mascalese (Etna)"
"352","Melon",14,"Gadais Père et Fils","Roger Voss","Gadais Père et Fils 2015 Domaine de la Vieille Cure Sur Lie  (Muscadet Sèvre et Maine)"
"353","Rhône-style White Blend",19,"André Brunel","Joe Czerwinski","André Brunel 2014 Domaine de la Becassonne White (Côtes du Rhône)"
"354","Chardonnay",39,"Majolini","Kerin O’Keefe","Majolini 2006 Pas Dosé Aligi Sassu Chardonnay (Franciacorta)"
"355","Champagne Blend",NA,"Montaudon","Roger Voss","Montaudon NV Classe M  (Champagne)"
"356","Sangiovese",35,"Montemercurio","Kerin O’Keefe","Montemercurio 2007 Messaggero  (Vino Nobile di Montepulciano)"
"357","Chardonnay",NA,"Patrick Javillier","Roger Voss","Patrick Javillier 2011 Les Tillets  (Meursault)"
"358","Champagne Blend",69,"Philippe Fontaine","Roger Voss","Philippe Fontaine NV Brut Prestige  (Champagne)"
"359","Vidal",30,"Pillitteri","Sean P. Sullivan","Pillitteri 2012 Reserve Icewine Vidal (Niagara-On-The-Lake)"
"360","Sparkling Blend",23,"Roederer Estate","Virginie Boone","Roederer Estate NV Brut Sparkling (Anderson Valley)"
"361","Sparkling Blend",50,"Bellavista","Kerin O’Keefe","Bellavista 2006 Gran Cuvée Pas Operé Sparkling (Franciacorta)"
"362","Champagne Blend",100,"Chanoine","Roger Voss","Chanoine NV Tzarina No 1 Brut  (Champagne)"
"363","Pinot Blanc",29,"Chehalem","Paul Gregutt","Chehalem 2012 Stoller Vineyards Pinot Blanc (Dundee Hills)"
"364","Chardonnay",66,"Henri de Villamont","Roger Voss","Henri de Villamont 2010 Blagny Premier Cru  (Meursault)"
"365","Champagne Blend",60,"Vollereaux","Roger Voss","Vollereaux 2007 Cuvée Marguerite Brut  (Champagne)"
"366","Riesling",115,"Wittmann","Anna Lee C. Iijima","Wittmann 2011 Westhofen Morstein GG Trocken Riesling (Rheinhessen)"
"367","Red Blend",69,"Valentina Cubi","Kerin O’Keefe","Valentina Cubi 2008 Morar  (Amarone della Valpolicella)"
"368","Riesling",42,"Dr. Loosen","Anna Lee C. Iijima","Dr. Loosen 2011 Ürziger Würzgarten Alte Reben GG Trocken Riesling (Mosel)"
"369","Riesling",27,"Dr. Loosen","Anna Lee C. Iijima","Dr. Loosen 2011 Wehlener Sonnenuhr Kabinett Riesling (Mosel)"
"370","Champagne Blend",70,"H. Blin","Roger Voss","H. Blin 2003 Édition Limitée Extra Brut  (Champagne)"
"371","Pinot Noir",73,"Henri de Villamont","Roger Voss","Henri de Villamont 2010 Les Chatelots Premier Cru  (Chambolle-Musigny)"
"372","Pinot Noir",72,"Henri de Villamont","Roger Voss","Henri de Villamont 2010 Les Feusselottes Premier Cru  (Chambolle-Musigny)"
"373","Portuguese Red",34,"Herdade Grande","Roger Voss","Herdade Grande 2010 Gerações Colheita Seleccionada Red (Alentejano)"
"374","Cabernet Sauvignon",130,"Bell","Unknown","Bell 2009 Clone 6 Cabernet Sauvignon (Rutherford)"
"375","Red Blend",88,"Castello di Amorosa","Unknown","Castello di Amorosa 2009 La Castellana Red (Napa Valley)"
"376","Bordeaux-style Red Blend",65,"Château Vray Croix de Gay","Roger Voss","Château Vray Croix de Gay 2010  Pomerol"
"377","Cannonau",15,"Santa Maria La Palma","Unknown","Santa Maria La Palma 2006 Riserva  (Cannonau di Sardegna)"
"378","Bordeaux-style Red Blend",45,"Sparkman","Paul Gregutt","Sparkman 2009 Stella Mae Red (Red Mountain)"
"379","Cannonau",18,"Argiolas","Unknown","Argiolas 2008 Costera Cannonau (Isola dei Nuraghi)"
"380","Chenin Blanc",12,"Cape View","Lauren Buzzeo","Cape View 2011 Chenin Blanc (Stellenbosch)"
"381","Rhône-style Red Blend",13,"Louis Bernard","Joe Czerwinski","Louis Bernard 2009 Red (Côtes du Rhône Villages)"
"382","Cabernet Sauvignon",13,"Lyeth","Unknown","Lyeth 2010 L de Lyeth Cabernet Sauvignon (Sonoma County)"
"383","Sauvignon",13,"Vigneti Le Monde","Unknown","Vigneti Le Monde 2010 Sauvignon (Friuli Grave)"
"384","Sparkling Blend",19,"V&N; Cellars","Michael Schachner","V&N; Cellars NV Reserva Brut Sparkling (Cava)"
"385","Grüner Veltliner",18,"Winzer Krems","Roger Voss","Winzer Krems 2011 Kellermeister Privat Goldberg Grüner Veltliner (Kremstal)"
"386","Verdejo",25,"Loess","Michael Schachner","Loess 2009 Collection Blanco Verdejo (Rueda)"
"387","Cabernet Franc",30,"MICA Cellars","Virginie Boone","MICA Cellars 2009 Babcock Vineyard Cabernet Franc (Suisun Valley)"
"388","Pinot Noir",17,"Michael Pozzan","Unknown","Michael Pozzan 2010 Annabella Pinot Noir (Carneros)"
"389","Verdelho",15,"Fenestra","Virginie Boone","Fenestra 2010 Silvaspoons Vineyard Verdelho (Lodi)"
"390","Rhône-style Red Blend",15,"Alain Jaume et Fils","Joe Czerwinski","Alain Jaume et Fils 2009 Réserve Grand Veneur Red (Côtes du Rhône)"
"391","Tempranillo",16,"Aleo","Michael Schachner","Aleo 2009 Tempranillo (Vino de la Tierra de Castilla y León)"
"392","White Blend",12,"Altùris","Unknown","Altùris 2011 White (Venezia Giulia)"
"393","Syrah",28,"Camaraderie","Paul Gregutt","Camaraderie 2009 Clifton Vineyard Syrah (Wahluke Slope)"
"394","Tempranillo",28,"Camaraderie","Paul Gregutt","Camaraderie 2009 Tempranillo (Yakima Valley)"
"395","Red Blend",65,"Beringer","Virginie Boone","Beringer 2014 Quantum Red (Napa Valley)"
"396","Chardonnay",48,"Big Basin","Matt Kettmann","Big Basin 2014 Coastview Vineyard Chardonnay (Monterey County)"
"397","Champagne Blend",59,"Boude Baudin","Roger Voss","Boude Baudin NV B. Zéro Brut Dosage  (Champagne)"
"398","Cabernet Sauvignon",90,"Conn Creek","Virginie Boone","Conn Creek 2013 El Adobo Ranch Vineyard Cabernet Sauvignon (Chiles Valley)"
"399","Merlot",35,"Cono Sur","Michael Schachner","Cono Sur 2012 20 Barrels Limited Edition Peralillo Estate Merlot (Colchagua Valley)"
"400","Pinot Noir",75,"D.R. Stephens","Virginie Boone","D.R. Stephens 2014 Silver Eagle Vineyard Pinot Noir (Sonoma Coast)"
"401","Grenache",36,"Prospect 772","Jim Gordon","Prospect 772 2014 The Brat Grenache (Calaveras County)"
"402","Marsanne",35,"Qupé","Matt Kettmann","Qupé 2013 Doux Sawyer Lindquist Vineyard Marsanne (Edna Valley)"
"403","Grenache",35,"Qupé","Matt Kettmann","Qupé 2013 Sawyer Lindquist Vineyard Grenache (Edna Valley)"
"404","Syrah",35,"Structure","Sean P. Sullivan","Structure 2014 Wallula Syrah (Horse Heaven Hills)"
"405","Chardonnay",49,"Testarossa","Matt Kettmann","Testarossa 2015 Rincon Vineyard Chardonnay (Arroyo Grande Valley)"
"406","Scheurebe",30,"Wittmann","Anna Lee C. Iijima","Wittmann 2015 Trocken Scheurebe (Rheinhessen)"
"407","Syrah",24,"Lapostolle","Michael Schachner","Lapostolle 2013 Cuvée Alexandre Apalta Vineyard Made With Organic Grapes Syrah (Colchagua Valley)"
"408","Cabernet Sauvignon",110,"Padis","Virginie Boone","Padis 2012 Cabernet Sauvignon (Napa Valley)"
"409","Pinot Noir",42,"Claiborne & Churchill","Matt Kettmann","Claiborne & Churchill 2014 Twin Creeks Estate Pinot Noir (Edna Valley)"
"410","Kerner",30,"Abbazia di Novacella","Kerin O’Keefe","Abbazia di Novacella 2012 Praepositus Passito Kerner (Alto Adige Valle Isarco)"
"411","Red Blend",54,"ONX","Matt Kettmann","ONX 2013 Reckoning Red (Templeton Gap District)"
