"","x"
"4392","Giant Steps"
"4393","Verve"
"4394","Arns"
"4395","Jacuzzi"
"4396","Bodega Don Bosco"
"4397","Cockburn's"
"4398","Cyatho"
"4399","De Faveri"
"4400","Primarius"
"4401","Simonsig"
"4402","Il Follo"
"4403","La Gioiosa"
"4404","Villa Sandi"
"4405","Vivanco"
"4406","Joullian"
"4407","Hedgeline"
"4408","Chilcas"
"4409","Ciavolich Giuseppe"
"4410","Clos des Augustins"
"4411","Vigne & Vini"
"4412","Indigené"
"4413","Niepoort"
"4414","Quails' Gate"
"4415","Altamura"
"4416","Guy Saget"
"4417","Pinanfarina"
"4418","Château Musar"
"4419","Geyser Peak"
"4420","Tosti"
"4421","Red Guitar"
"4422","Peter Weber"
"4423","Gruppo Casaleone"
"4424","Tenimenti Ca' Bianca"
"4425","Ca'Romè"
"4426","Fujishin"
"4427","Fire Road"
"4428","Galil Mountain"
"4429","Montespina"
"4430","One Woman"
"4431","Vilafonté"
"4432","Vinyes del Terrer"
"4433","Château Maupague"
"4434","Corley Reserve"
"4435","Cult X"
"4436","Domaine Albert Mann"
"4437","Emblem"
"4438","Greywacke"
"4439","Domaine Joël Delaunay"
"4440","Duck Pond"
"4441","Fairsing"
"4442","Finca Agostino"
"4443","Graziano"
"4444","Olek Bondonio"
"4445","Salvano"
"4446","Sidecar"
"4447","Olabisi"
"4448","Romain Bouchard"
"4449","Roza Ridge"
"4450","Senda 66"
"4451","Shaya"
"4452","Terre di Leone"
"4453","Thelema"
"4454","Volteo"
"4455","Buitenverwachting"
"4456","Ca' Rugate"
"4457","Denis Dutron"
"4458","Domaine Bernard Millot"
"4459","Domaine Jean-Paul et Benoît Droin"
"4460","Maculan"
"4461","Peza do Rei"
"4462","Saddleback Cellars"
"4463","Epiphany"
"4464","Garcia Schwaderer"
"4465","Poiema"
"4466","Sauska"
"4467","College Cellars"
"4468","Poseidon"
"4469","Seven Angels"
"4470","Stapleton & Springer"
"4471","Standing Sun"
"4472","Tenuta San Leonardo"
"4473","Shannon"
"4474","Spoto"
"4475","Vigne Guadagno"
"4476","A.P. Vin"
"4477","Baily"
"4478","Castelvecchio"
"4479","Cave de Ribeauvillé"
"4480","Château Vircoulon"
"4481","Child's Play"
"4482","Domaine Charles Frey"
"4483","Domaine du Petit Clocher"
"4484","Señorío de Sarria"
"4485","Standing Stone"
"4486","Tenuta Sette Ponti"
"4487","Valsanzo"
"4488","La Capilla"
"4489","Eleusis"
"4490","Vina Robles"
"4491","Langtry"
"4492","Leth"
"4493","Maior de Mendoza"
"4494","Mastrojanni"
"4495","Palazzo"
"4496","Patterson"
"4497","Pietroso"
"4498","Radius"
"4499","San Giacomo"
"4500","Château Bibian"
"4501","Château de Braude"
"4502","Il Poggiolo"
"4503","La Rasina"
"4504","Zarate"
"4505","Eleven"
"4506","Elsom Cellars"
"4507","Fayolle Fils & Fille"
"4508","Jean Daneel"
"4509","La Rochelle"
"4510","Kirchmayr"
"4511","Maggy Hawk"
"4512","Rabl"
"4513","Domaine du Grand Montmirail"
"4514","Agricola Punica"
"4515","Cellers Sant Rafel"
"4516","XYZin"
"4517","Elements of Sonoma"
"4518","Forchini"
"4519","Gallo Family Vineyards"
"4520","Marc Kreydenweiss"
"4521","Blandy's"
"4522","Ca' del Solo"
"4523","Cloudline"
"4524","Trentadue"
"4525","Scala Dei"
"4526","Plaisir De Merle"
"4527","Havana Hills"
"4528","Mas Nicolas"
"4529","Mendocino Gold"
"4530","New World"
"4531","Niel Joubert"
"4532","Perry Creek"
"4533","Imagery"
"4534","Redwood"
"4535","Bodegas Concavins"
"4536","Wild Pig"
"4537","CarlindePaolo"
"4538","Cascina Radice"
"4539","Clos Pons"
"4540","Coleccion Privada"
"4541","Cuyen"
"4542","Domaine Gueguen"
"4543","J. Bouchon"
"4544","La Spinetta"
"4545","Pietro Rinaldi"
"4546","Bridgeview"
"4547","Vin Nostro"
"4548","Kalbarri"
"4549","Harveys"
"4550","Snake River"
"4551","Celler La Bollidora"
"4552","Pacific Oasis"
"4553","Panthea"
"4554","LaStella"
"4555","Lucien Lardy"
"4556","Barone Pizzini"
"4557","Jean Laurent"
"4558","Louis Roederer"
"4559","A.R. Lenoble "
"4560","Corte Moschina"
"4561","McEvoy Ranch"
"4562","Mercy"
"4563","Metz Road"
"4564","Starborough"
"4565","Tenuta di Trecciano"
"4566","Textbook"
"4567","Banfi"
"4568","Bellini"
"4569","Aia Vecchia"
"4570","Atmosphere"
"4571","Bodegas Mähler-Besse"
"4572","Cipriana"
"4573","Eucaliptus"
"4574","Château de Minière"
"4575","Château Fonguillon"
"4576","Château La Rame"
"4577","Pascal & Nicolas Reverdy"
"4578","Chrysorroyiatissa"
"4579","Frank Cornelissen"
"4580","Yali"
"4581","Pasion de Tango"
"4582","Dutch Bill Creek"
"4583","Heavenly Retreat"
"4584","Alpataco"
"4585","Protopapas"
"4586","San Giuseppe"
"4587","Zenaida Cellars"
"4588","Calama"
"4589","Pepperwood Grove"
"4590","Viña Casas del Bosque"
"4591","La Palma"
"4592","Guelbenzu"
"4593","MacMurray Ranch"
"4594","Bartenura"
"4595","Quinta da Aveleda"
"4596","Vino de Eyzaguirre"
"4597","Domaine Michel Fonne"
"4598","Freja"
"4599","Gino Fasoli"
"4600","Miklus"
"4601","Nga Waka"
"4602","North 42 Degrees"
"4603","Schlumberger Wein- und Sektkellerei"
"4604","Shooting Star"
"4605","Louis Chalvon"
"4606","Wilderotter"
"4607","Yamhill Valley"
"4608","Borgoluce"
"4609","Althéa"
"4610","eco.love"
"4611","Tenuta di Serramarrocco"
"4612","Viña Bujanda"
"4613","Windsor Sonoma"
"4614","Smasne Cellars"
"4615","Château Tanunda"
"4616","Di Giovanna"
"4617","Domaine Marc Jambon"
"4618","Hangtime"
"4619","J. Garcia Carrion"
"4620","Murganheira"
"4621","Allure"
"4622","Adams Bench"
"4623","Animale"
"4624","Argyros"
"4625","Thymiopoulos"
"4626","Jean-Claude Debeaune"
"4627","Mano A Mano"
"4628","Ousterhout"
"4629","Domaine La Soufrandise"
"4630","Finca La Mata"
"4631","Amador Foothill Winery"
"4632","Château Toumilon"
"4633","Eventide Cellar"
"4634","Bonneau"
"4635","Hunter Ashby"
"4636","Nicholls"
"4637","Pago de Larrainzar"
"4638","L'Egrégoire"
"4639","Old Well House"
"4640","Bodegas Franco-Españolas"
"4641","Bodegas Leza García"
"4642","Cerulean"
"4643","Château Abelyce"
"4644","Château Bellevue Peycharneau"
"4645","Château le Prieuré"
"4646","Château Moncets"
"4647","Château Moulin de Blanchon"
"4648","Clarendelle"
"4649","DENO"
"4650","Domaine de la Bonne Tonne"
"4651","Winc"
"4652","Laurelwood"
"4653","Lion des Aubrots"
"4654","Mamete Prevostini"
"4655","Jalits"
"4656","Levendi"
"4657","Luna"
"4658","Michael Mondavi Family Estate"
"4659","Morell-Peña"
"4660","Ramey"
"4661","Ron Rubin"
"4662","Saracina"
"4663","Sequel"
"4664","Toccata"
"4665","Ferraton Pere et Fils"
"4666","Mas Champart"
"4667","Jada Vineyard & Winery"
"4668","Laughing Stock"
"4669","Manzone Fratelli"
"4670","Ca' Viola"
"4671","Darioush"
"4672","Gordon Estate"
"4673","Prinsi"
"4674","Mascarello Giuseppe e Figlio"
"4675","Alzinger"
"4676","Barden"
"4677","J & J"
"4678","Vista d'Oro"
"4679","Col d'Orcia"
"4680","Eliseo Silva"
"4681","Flinders Run"
"4682","Glen Fiona"
"4683","Guarachi Family"
"4684","Bleasdale"
"4685","Magnificent Wine Company"
"4686","Grant Burge"
"4687","Coto de Imaz"
"4688","Pontin del Roza"
"4689","Stefano Lubiana"
"4690","Hollick"
"4691","Huguet de Can Feixes"
"4692","Sariah Cellars"
"4693","Rutz"
"4694","Mayo"
"4695","Mayoral"
"4696","Condes de Albarei"
"4697","Gallo of Sonoma"
"4698","Gargiulo"
"4699","Oliverhill"
"4700","II Moons"
"4701","Chimney Rock"
"4702","Joseph Perrier"
"4703","Domaine Drouhin Oregon"
"4704","Maso Martis"
"4705","Rosenhof"
"4706","Taittinger"
"4707","Mvemve Raats"
"4708","Pol Roger"
"4709","Ch.igai Takaha"
"4710","Petite Sirène"
"4711","Louis Chavy"
"4712","Tinazzi"
"4713","Cru"
"4714","Domaine de Pajot"
"4715","Guyomar"
"4716","Château la Petite Roque"
"4717","Château le Castellot"
"4718","Due Cani"
"4719","Fleury"
"4720","Grochau"
"4721","Gunsight Rock"
"4722","Stama"
"4723","The Full"
"4724","Tofanelli Family"
"4725","Ugo Lequio"
"4726","August Briggs"
"4727","Beni di Batasiolo"
"4728","Bulgariana"
"4729","Cascina Saria"
"4730","Castello di Verduno"
"4731","Cave des Grands Crus Blancs"
"4732","Chateau Burgozone"
"4733","Barberani"
"4734","Château de Tracy"
"4735","Adelaida"
"4736","Mojon's Bench"
"4737","Fattoria Fibbiano"
"4738","Le Caniette"
"4739","Stony Lonesome"
"4740","Two Paddocks"
"4741","Henry Earl"
"4742","Original House Wine"
"4743","Paradise Springs"
"4744","Cantina Altarocca"
"4745","Château Coussin"
"4746","The Boneyard"
"4747","Coyote Creek"
"4748","Domaine Parigot"
"4749","Domaine Thierry Drouin"
"4750","Marlborough Estate Reserve"
"4751","Via Giusti"
"4752","Ingleside"
"4753","Iter"
"4754","Kamiak"
"4755","Lunadoro"
"4756","Millton"
"4757","Guidi 1929"
"4758","Cantina di Soave"
"4759","Casa de Santa Vitoria"
"4760","Domaine Sainte Lucie"
"4761","Stomping Girl"
"4762","Talbott"
"4763","Clerget"
"4764","Domaine Pierre Usseglio et Fils"
"4765","Incognito"
"4766","Domaine Lafond"
"4767","Charles Clément"
"4768","Château le Breton"
"4769","Château Siaurac"
"4770","Antica Fratta"
"4771","Balverne"
"4772","Boëté"
"4773","Briceland"
"4774","C.H. Berres"
"4775","Wattle Creek"
"4776","Lucas & Lewellen"
"4777","Rodriguez Sanzo"
"4778","San Polo"
"4779","Auclair"
"4780","Bliss"
"4781","Walla Faces"
"4782","Segura Viudas"
"4783","Cantine Lanzavecchia"
"4784","Château de Nages"
"4785","Coldisole"
"4786","Dante Robere"
"4787","Dealy Lane"
"4788","Domaine des Marrans"
"4789","Domaine Dupeuble Père et Fils"
"4790","Domaine Lagneau"
"4791","Fattoria del Cerro"
"4792","Influence"
"4793","Jean Becker"
"4794","Alessandro Rivetto"
"4795","Brown Estate"
"4796","Herdade Paço do Conde"
"4797","Château Joanin Bécot"
"4798","Ram's Gate"
"4799","Lombardi"
"4800","Martin Lane Winery"
"4801","Stack House"
"4802","Tenet"
"4803","Brian Benson"
"4804","Clos Henri"
"4805","Domaine Chevillon-Chezeaux"
"4806","Storm"
"4807","Laurel Glen"
"4808","Anglim"
"4809","Domaine de Bellene"
"4810","Escarpment"
"4811","Grevino"
"4812","Hart"
"4813","J. Dumangin Fils"
"4814","La Berrière"
"4815","King Vintners"
"4816","Marie Copinet"
"4817","Nicolas Feuillatte"
"4818","Nieto Senetiner"
"4819","Ornella Molon"
"4820","Papapietro Perry"
"4821","Spangler"
"4822","Stella Rosa"
"4823","Tinhorn Creek"
"4824","Urlar"
"4825","Beresini Vineyards"
"4826","Claude Baron"
"4827","Château le Grand Verdus"
"4828","Château Petit Moulin"
"4829","Cow Bell"
"4830","Siegel"
"4831","Spicerack"
"4832","Three Rivers"
"4833","Van Ardi"
"4834","Lambert"
"4835","Lion-Gri"
"4836","Manuel Manzaneque Suárez"
"4837","McWilliam's"
"4838","Minkov Brothers"
"4839","Maple Creek"
"4840","Sunstone"
"4841","Rotari"
"4842","Château Thieuley"
"4843","Viansa"
"4844","Heintz"
"4845","Château Cantelys"
"4846","Château d'Yquem"
"4847","Château Ferrande"
"4848","Swanson"
"4849","Renieri"
"4850","Stratus"
"4851","Thiénot"
"4852","Knights Bridge"
"4853","Lamiable"
"4854","Cà La Bionda"
"4855","Höpler"
"4856","Hovey"
"4857","Wolfberger"
"4858","Domaine de la Tour du Bon"
"4859","Fattoria Laila"
"4860","Grace Lane"
"4861","Mannina Cellars"
"4862","Marchetti"
"4863","Accadia"
"4864","Birgit Braunstein"
"4865","Buehler"
"4866","Bellangelo"
"4867","Château de Calavon"
"4868","Colli Ripani"
"4869","Hook & Ladder"
"4870","Domaine de la Croix Senaillet"
"4871","Domaine Dujac"
"4872","Haras"
"4873","Korta Katarina"
"4874","Paul Dolan"
"4875","Portola Vineyards"
"4876","Rendarrio Vineyards"
"4877","Wrights Station"
"4878","Ziata"
"4879","Alyris"
"4880","Blackbird Vineyards"
"4881","Brandl"
"4882","Château d'Aqueria"
"4883","Ottimino Vineyards"
"4884","R&A; Pfaffl"
"4885","Tenuta di Biserno"
"4886","Yao Family Wines"
"4887","Markowitsch"
"4888","Alta Maria"
"4889","Apex"
"4890","Basalt"
"4891","Boomtown"
"4892","Vignamato"
"4893","William Grassie"
"4894","Chateau de Pibarnon"
"4895","Château d'Estoublon"
"4896","Conti di Buscareto"
"4897","Domaine Allimant-Laugner"
"4898","Edmeades"
"4899","Fort Ross"
"4900","Gustave Lorentz"
"4901","Starling Castle"
"4902","Temporal"
"4903","Tenuta La Vigna"
"4904","Armstrong Family"
"4905","Castello Montauto"
"4906","Jean Josselin"
"4907","La Sabbiona"
"4908","Livius"
"4909","Maison Charles Père et Fils"
"4910","Maison Matisco"
"4911","Massimo Daldin"
"4912","Obsession"
"4913","Panizzi"
"4914","Vigna degli Estensi"
"4915","Podere La Berta"
"4916","Maurice Schoech & Fils"
"4917","Domaine Huguenot"
"4918","Durant"
"4919","Elias Mora"
"4920","Elizabeth Chambers"
"4921","Vega Sicilia"
"4922","Waxwing"
"4923","Pagter Brothers"
"4924","Peter Jakob Kühn"
"4925","Sodaro"
"4926","Halcon"
"4927","Kirsten"
"4928","EOS"
"4929","Stonecrop"
"4930","Mackinaw Trail"
"4931","David James"
"4932","Dusk to Dawn"
"4933","Eagle Canyon"
"4934","Earth's Harvest"
"4935","Nevada Ridge"
"4936","Illinois Sparkling Co."
"4937","Von Holt"
"4938","La Sirena"
"4939","Windstream"
"4940","Cielo y Tierra"
"4941","Clos Gebrat"
"4942","Korbin Kameron"
"4943","Migration"
"4944","MontGras"
"4945","Schramsberg"
"4946","Titus"
"4947","Viviani"
"4948","Bixio"
"4949","Brooks"
"4950","Stepping Stone by Cornerstone"
"4951","Les Deux Rives"
"4952","Casa Torres"
"4953","Château du Port"
"4954","Comtesse Thérèse"
"4955","Watkins Family"
"4956","Scopetani"
"4957","Fattoria Scopone"
"4958","Jean-Paul Brun"
"4959","Keira"
"4960","Layer Cake"
"4961","Liberty Lake"
"4962","Pieve de' Pitti"
"4963","Podere Il Castellaccio"
"4964","240 Days"
"4965","Sommavite"
"4966","Tenuta Cappellina"
"4967","Tenuta di Ceppaiano"
"4968","Castellani"
"4969","Scar of the Sea"
"4970","Stéphane Aviron"
"4971","Stift Göttweig"
"4972","Stolo"
"4973","Meinklang"
"4974","Parker"
"4975","Ebner-Ebenauer"
"4976","Fontodi"
"4977","Grow Wines"
"4978","Guado al Tasso"
"4979","Acumen"
"4980","Cakebread"
"4981","Soulmate"
"4982","Montecalvi"
"4983","Calços do Tanha"
"4984","Cálem"
"4985","CARM"
"4986","The Lane"
"4987","Hunter's"
"4988","I Veroni"
"4989","Bellingham"
"4990","Domaine Cheysson"
"4991","Pikes"
"4992","Tenuta di Lilliano"
"4993","Terrabianca"
"4994","Calina"
"4995","Château du Châtelard"
"4996","Opta"
"4997","Signae"
"4998","Thorn"
"4999","Auburn"
"5000","Bogati"
"5001","Château du Luc"
"5002","Château Haut Cormier"
"5003","Château la Guillaumette"
"5004","Château les Roques"
"5005","Château Roc de Boissac"
"5006","David Bruce"
"5007","DiStefano"
"5008","Domaine Poli"
"5009","Domaine Torraccia"
"5010","Global Wines"
"5011","Luke"
"5012","Massimo Ronca"
"5013","Nelson Neves"
"5014","Prophecy"
"5015","Farina"
"5016","Les Vignerons de Tautavel Vingrau"
"5017","Louis Bouillot"
"5018","Domaine du Clos des Fées"
"5019","Finca Tobella"
"5020","Quinta Vale Dona Maria"
"5021","Recchia"
"5022","La Dama"
"5023","Mansfield-Dunne"
"5024","Muirwood"
"5025","Nine North Wine Company"
"5026","Tenor"
"5027","Graveyard"
"5028","Hedges"
"5029","Hensteeth"
"5030","Jean Reverdy et Fils"
"5031","Killian"
"5032","Kristodd"
"5033","Les Vignerons de Tavel"
"5034","Enzo Boglietti"
"5035","Vega Montán"
"5036","Cantina del Taburno"
"5037","Casa Marin"
"5038","Château Bernadotte"
"5039","Château Brown"
"5040","Château Deyrem Valentin"
"5041","Château la Cabanne"
"5042","Château Les Palais"
"5043","Agrinatura"
"5044","Rustenberg"
"5045","Santa Lucia"
"5046","Stefano Accordini"
"5047","Nanny Goat"
"5048","Tenuta Vitalonga"
"5049","Vera"
"5050","Rontana"
"5051","Tenuta Amalia"
"5052","Roccafiore"
"5053","Castelli del Grevepesa"
"5054","Eberle"
"5055","Shalestone"
"5056","Tierce"
"5057","Tornesi"
"5058","Veglio"
"5059","Château de Hauterive"
"5060","Domaine Cauhapé"
"5061","Altamana"
"5062","Il Conventino"
"5063","Peregrine"
"5064","Pietracupa"
"5065","Roblar"
"5066","Sevilen"
"5067","Tierras Guindas"
"5068","Kaella"
"5069","Leoness"
"5070","Luna Beberide"
"5071","Maison Champy"
"5072","Domaine Chantal Lescure"
"5073","Podere La Vigna"
"5074","Poggio Rubino"
"5075","San Filippo"
"5076","Lazzeretti"
"5077","Locati Cellars"
"5078","Mauro Sebaste"
"5079","Merry Cellars"
"5080","Pasquale Pelissero"
"5081","Pinino"
"5082","Tassi"
"5083","Château Ducasse"
"5084","Château Escot"
"5085","Château Hourtin-Ducasse"
"5086","Château Picoron"
"5087","Château Reysson"
"5088","Château Tanesse"
"5089","Goulée"
"5090","Ancien"
"5091","Boheme"
"5092","Château Durfort-Vivens"
"5093","Château la Dominique"
"5094","Garmón"
"5095","Gigi Rosso"
"5096","Rossi Wallace"
"5097","Block Wines"
"5098","Carucci"
"5099","Château Rauzan-Ségla"
"5100","La Jota Vineyard"
"5101","Portfolio"
"5102","Château Léoville Barton"
"5103","Herman Story"
"5104","Château Pichon Longueville"
"5105","Far Niente"
"5106","Le Piane"
"5107","Macauley"
"5108","Camille Giroud"
"5109","Domaine de la Pousse d'Or"
"5110","Roberto Sarotto"
"5111","Germano Angelo"
"5112","Bric Cenciurio"
"5113","Baileyana"
"5114","Domaine Jean Foillard"
"5115","Quinta do Passadouro"
"5116","Felsina"
"5117","Fritz"
"5118","Chateau St. Jean"
"5119","Domaine Chignard"
"5120","Dievole"
"5121","San Fabiano Calcinaia"
"5122","Mount Langi Ghiran"
"5123","Coriole"
"5124","Ata Rangi"
"5125","Jean-Paul Thevenet"
"5126","Santa Helena"
"5127","Château Pierre de Montignac"
"5128","Clos de Haute-Combe"
"5129","Domaine des Nugues"
"5130","Matané"
"5131","Misiones de Rengo"
"5132","Redhawk"
"5133","Seven Bridges"
"5134","Axios"
"5135","Château Bouissel"
"5136","Viñedos de Paganos"
"5137","Giuseppe Cortese"
"5138","Cent'Anni"
"5139","Domaine Gérard Fiou"
"5140","Fattoria Le Pupille"
"5141","Domaine Jean-Paul Balland"
"5142","Sinor-LaVallee"
"5143","Baer"
"5144","Molnar Family"
"5145","Bodega Aconquija"
"5146","Spindrift Cellars"
"5147","Luis Alegre"
"5148","Farnese"
"5149","Weinert"
"5150","Château Lamothe Guignard"
"5151","Creed of Barossa"
"5152","Hermann Moser"
"5153","Lenikus"
"5154","Vignobles Berthier"
"5155","Villa Huesgen"
"5156","Fontes da Cunha"
"5157","Gradis'ciutta"
"5158","Niedermayr Josef"
"5159","Scott Paul"
"5160","St. Urbans-Hof"
"5161","Polkura"
"5162","Cascina Luisin"
"5163","Castello Gabiano"
"5164","Domaine Françoise André"
"5165","Eternal"
"5166","Harbes Family Vineyard"
"5167","Ritual"
"5168","Tensley"
"5169","Terroir Al Límit"
"5170","Vetus"
"5171","Vigne dei Mastri"
"5172","Vignobles Bulliat"
"5173","Arnaud Baillot"
"5174","Bargetto"
"5175","Douro Family Estates"
"5176","Ferrero"
"5177","Viñas del Vero"
"5178","Pago de Carraovejas"
"5179","Corte Pavone"
"5180","Cupano"
"5181","Domaine de la Grenaudière"
"5182","Domaine Lecomte"
"5183","Adega Cooperativa Ponte de Lima"
"5184","Roger et Didier Raimbault"
"5185","Tamar Ridge"
"5186","Vrede en Lust"
"5187","Vasco Sassetti"
"5188","Vaza"
"5189","Joseph Mellot"
"5190","Château Chatard"
"5191","Ada Nada"
"5192","Cascina Bongiovanni"
"5193","Casetta"
"5194","Château Castera"
"5195","Château Gramond"
"5196","Château la Baronnerie"
"5197","Château la Verrière"
"5198","Core Winery"
"5199","Jordan"
"5200","Quinta Seara d'Ordens"
"5201","Familia Deicas"
"5202","Banero"
"5203","Barefoot"
"5204","Bonotto delle Tezze"
"5205","Silver Ridge"
"5206","Targovishte"
"5207","McManis"
"5208","Emmolo"
"5209","Field Stone"
"5210","Casas del Toqui"
"5211","Valle Pradinhos"
"5212","Villaggio Grando"
"5213","oops"
"5214","Cerruti"
"5215","Brick House"
"5216","Château Villemaurine"
"5217","Dashe Cellars"
"5218","Dunning Vineyards"
"5219","Schermeister"
"5220","Gypsy Dancer"
"5221","Weatherborne"
"5222","Tobacco Road"
"5223","Arnaldo Caprai"
"5224","Blackjack"
"5225","Acorn"
"5226","Castillo Clavijo"
"5227","Poliziano"
"5228","San Elias"
"5229","Tololo"
"5230","Château Lacombe Noaillac"
"5231","Chono"
"5232","Big House"
"5233","Calcu"
"5234","Le Cirque"
"5235","Château de Jau"
"5236","P.K.N.T."
"5237","Naia"
"5238","Poggio alla Sala"
"5239","Tamayo Family"
"5240","Montecillo"
"5241","Orchid Hill"
"5242","P2"
"5243","Rosenthal-Malibu Estate"
"5244","Dominio Buenavista"
"5245","Dr. H. Thanisch (Erben Müller-Burggraef)"
"5246","Warwick"
"5247","Viña Gormaz"
"5248","Surfrider"
"5249","Nepenthe"
"5250","Château Peyrabon"
"5251","Clos du Bois"
"5252","Davis Bynum"
"5253","DeTierra Vineyards"
"5254","Domaine Charles Baur"
"5255","Siro Pacenti"
"5256","K Squared Cellars"
"5257","Kay Brothers"
"5258","Megan Anne"
"5259","Trerose"
"5260","Villa Calcinaia"
"5261","Vinovalie"
"5262","Wait Cellars"
"5263","Crespi Ranch"
"5264","Domaine D'en Ségur"
"5265","Domaine du Théron"
"5266","Canneto"
"5267","Casa Ermelinda Freitas"
"5268","Château Lastours"
"5269","Deer Creek"
"5270","Dr. Bürklin-Wolf"
"5271","Il Paradiso di Manfredi"
"5272","Château de Bellevue"
"5273","M. Chapoutier"
"5274","PoderNuovo a Palazzone"
"5275","The Dancing Fox"
"5276","Leopoldo I di Toscana"
"5277","Ogier"
"5278","Podere Monastero"
"5279","Poggio Mandorlo"
"5280","Semeli"
"5281","Tom Eddy"
"5282","Vega Escal"
"5283","YNOT"
"5284","KWV"
"5285","Thorntree"
"5286","Castillo de Monjardin"
"5287","Masies d'Avinyo"
"5288","Arroyo"
"5289","Osborne Selección"
"5290","Slowine"
"5291","Condesa de Leganza"
"5292","Estancia Piedra"
"5293","Pursued by Bear"
"5294","Aperture"
"5295","Josef Jamek"
"5296","Chenoweth"
"5297","Domaine Saint-André de Figuière"
"5298","Taft Street"
"5299","Monte Clavijo"
"5300","Piera Martellozzo"
"5301","Siesta Wines"
"5302","Stanburn"
"5303","Bread & Butter"
"5304","Back Seat"
"5305","Domaine Jean Bousquet"
"5306","Tamarí"
"5307","Vinícola de Castilla"
"5308","Damas"
"5309","Doukénie"
"5310","Casa de Campo"
"5311","Ranchero Cellars"
"5312","San Antonio"
"5313","Geyerhof"
"5314","Domaine du Petit Métris"
"5315","Buchegger"
"5316","Lecco"
"5317","Saviah"
"5318","Sobrero"
"5319","The Tribe"
"5320","Esterházy"
"5321","Fidelitas"
"5322","Flywheel"
"5323","Zeal"
"5324","Andreola Orsola"
"5325","Antonini Ceresa"
"5326","Christine Andrew"
"5327","Colesel"
"5328","Costaripa"
"5329","Malibràn"
"5330","Strait Jacket"
"5331","Viña Santa Cruz"
"5332","Hatzimichalis"
"5333","Goldwater"
"5334","Gunn Estate"
"5335","Bella Luna"
"5336","Vigne Regali"
"5337","Hestan"
"5338","Château Julien"
"5339","Cramele Halewood"
"5340","Fontanella"
"5341","Tsililis"
"5342","Leda"
"5343","Reinhold Haart"
"5344","Havens"
"5345","Liparita"
"5346","Tahbilk"
"5347","Three"
"5348","Wallis Family Estate"
"5349","Domaine Marcel Deiss"
"5350","Château de Lavernette"
"5351","Hertelendy"
"5352","Addendum"
"5353","Château Simon"
"5354","Conceito Vinhos"
"5355","Keller"
"5356","Kimsey"
"5357","Montemar Wines"
"5358","Quinta do Sobral"
"5359","Chateau Montelena"
"5360","Elizabeth Rose"
"5361","Luretta"
"5362","Quinta da Romaneira"
"5363","Dr. Hermann"
"5364","Viña Vilano"
"5365","Johann Falkenburg"
"5366","Ciù Ciù"
"5367","Marqués de Riscal"
"5368","Maybach"
"5369","Domaine Pichot"
"5370","Petrelli"
"5371","Marquis de Goulaine"
"5372","Mocavero"
"5373","Wild Coyote"
"5374","For a Song"
"5375","Danielle de l'Ansée"
"5376","Domaine Vincent Carême"
"5377","Stemilt Creek"
"5378","Adega de Favaios"
"5379","Antiquum Farm"
"5380","Cascina delle Rose"
"5381","Château de Gayon"
"5382","Della"
"5383","Segal's"
"5384","Shiloh Winery"
"5385","Envy"
"5386","Bodegas del Muni"
"5387","Capa"
"5388","Domaine Pouillon"
"5389","Pago de la Jaraba"
"5390","Alzania"
"5391","Bodegas Bleda"
"5392","Matias Riccitelli"
"5393","McGah Family"
"5394","Piazzo Armando"
"5395","Purcari"
"5396","Quinta da Casaboa"
"5397","Quinta de Lourosa"
"5398","1912 Winemakers"
"5399","Amici"
"5400","I Sodi"
"5401","Adler Fels"
"5402","Balestri Valda"
"5403","Carmel"
"5404","Cielo"
"5405","Roquevale"
"5406","Ross-idi"
"5407","Tokara"
"5408","Bollig-Lehnert"
"5409","Kikelet"
"5410","LangeTwins"
"5411","Corton André"
"5412","Adastra"
"5413","Domaine François Lamarche"
"5414","Schmitges"
"5415","Joseph Family"
"5416","Kurt Hain"
"5417","Flechas de los Andes"
"5418","Domaine de la Vougeraie"
"5419","JLC"
"5420","Mueller Family Vineyards"
"5421","Sogrape"
"5422","Territorial"
"5423","Domaine Coustarret"
"5424","Boekenoogen"
"5425","Casella"
"5426","Dionysos"
"5427","Badia a Coltibuono"
"5428","Conti Leopardi di San Leopardo"
"5429","Hugh Hamilton"
"5430","Sensorium"
"5431","Bottega Vinaia"
"5432","Russian Hill"
"5433","Sherwood House Vineyards"
"5434","Villa des Anges"
"5435","Lander-Jenkins"
"5436","Left Bend"
"5437","Mont Marçal"
"5438","Old Soul"
"5439","Hervé Kerlann"
"5440","Cantina di Sorbara"
"5441","Château du Carrubier"
"5442","Coyote Canyon"
"5443","Domaine de l'Echelette"
"5444","Tamellini"
"5445","Three Thieves"
"5446","Trenza"
"5447","Van Loveren"
"5448","Ventolaio"
"5449","Cantina di Monteforte"
"5450","De Wetshof"
"5451","DeLorimier"
"5452","Domaine de Dauliac"
"5453","Domaine Laleure-Piot"
"5454","Glenelly"
"5455","Luddite"
"5456","Merotto"
"5457","Domaine Boyar"
"5458","Léon Perdigal"
"5459","Painted Wolf"
"5460","Julien Schaal"
"5461","Nyetimber"
"5462","Galerie"
"5463","Jean Biecher & Fils"
"5464","Joseph"
"5465","Schumann-Nägler"
"5466","Sorelle Bronca"
"5467","Nicholas Cole Cellars"
"5468","J Wrigley"
"5469","Marilena Barbera"
"5470","McClean"
"5471","Paramus"
"5472","Lake Chalice"
